heading (radians),x (meters),y (meters),theta (radians),cost
0.03511533655506903,0.2857843454472597,-0.6041653280106163,0.03511533655506903,0.008833912401508912
0.03511267660488742,0.29461984338696057,-0.6038549646251353,0.03511267660488742,0.008840947306341388
0.03513915659075509,0.30277077069295916,-0.6035686429664513,0.03513915659075509,0.008155954636945023
0.03516671478086845,0.31113514662671193,-0.6032745008913454,0.03516671478086845,0.008369546243464471
0.03516599684329959,0.3195057785054108,-0.6029800888070663,0.03516599684329959,0.00837580781322369
0.03519269676811021,0.32809402667388593,-0.6026779945684393,0.03519269676811021,0.00859355965431836
0.035222404700627104,0.3369221780567223,-0.6023671493086735,0.035222404700627104,0.008833622224987592
0.03522274418248682,0.34575767638878896,-0.6020559022136713,0.03522274418248682,0.008840978765391298
0.03525544420030685,0.35390854664561183,-0.6017686174665409,0.03525544420030685,0.008155931489995093
0.03528956272386771,0.36227277735175945,-0.601473376557358,0.03528956272386771,0.00836943979607463
0.035291556162801295,0.37064369876603925,-0.6011778076844909,0.035291556162801295,0.008376137909720457
0.0353239496811555,0.37923184675658345,-0.6008745882776533,0.0353239496811555,0.008593499166007478
0.035359290273879296,0.38806002991425725,-0.6005625112616444,0.035359290273879296,0.00883369740988203
0.03536206280417385,0.39689539182896105,-0.6002499616660687,0.03536206280417385,0.008840888383725523
0.035350762495178385,0.4057310346001858,-0.5999374546497223,0.035350762495178385,0.008841167559545603
0.03533340502034154,0.4145667942365901,-0.5996250892855765,0.03533340502034154,0.008841279345944777
0.03536643774513605,0.4227172102887454,-0.599336973250926,0.03536643774513605,0.00815550689244108
0.03540852199000773,0.43063031076059133,-0.5990569566222739,0.03540852199000773,0.007918053320725338
0.03545470804964425,0.43965585336173585,-0.5987371755827342,0.03545470804964425,0.00903120585294808
0.03549711184032484,0.4484967323662035,-0.5984234583535395,0.03549711184032484,0.008846443357165121
0.03550310003374309,0.4573321670962241,-0.5981096720769389,0.03550310003374309,0.008841004959609322
0.035539337771499736,0.4659326612595741,-0.5978040614931113,0.035539337771499736,0.008605922244754777
0.03557850478273643,0.47431016653293223,-0.597505915109139,0.03557850478273643,0.008382808948760485
0.035622863792350176,0.4824457722509049,-0.5972162103944897,0.035622863792350176,0.008140762201415765
0.035677571516603654,0.49126032752490995,-0.5969019694511659,0.035677571516603654,0.008820154876698658
0.03570344079400755,0.5000952507753664,-0.5965866408791516,0.03570344079400755,0.008840548679227164
0.035719706430815595,0.5084791852014788,-0.5962872115289594,0.035719706430815595,0.008389279730531655
0.03572703414211409,0.5168502130690275,-0.5959881125936425,0.03572703414211409,0.008376369603377305
0.03571764370968035,0.5252210382326556,-0.5956890113910467,0.03571764370968035,0.00837616710968837
0.035720161190826716,0.5340421949702739,-0.5953738472031604,0.035720161190826716,0.008826785069035876
0.03572486278673133,0.5428772825928072,-0.5950581435179625,0.03572486278673133,0.00884072633411351
0.03571443313333643,0.5517127991537288,-0.5947424038897252,0.03571443313333643,0.008841156282475716
0.035724284659301185,0.5600964469285036,-0.5944427761862088,0.035724284659301185,0.008389000344033844
0.03573577156626304,0.5684675044937315,-0.5941435151364873,0.03573577156626304,0.00837640507235892
0.035728193224524314,0.5768382888940291,-0.5938442924897146,0.035728193224524314,0.008376130709856862
0.03574050488921842,0.5856601220141257,-0.5935289996482332,0.03574050488921842,0.008827465614474051
0.035756130844374755,0.5944948711891728,-0.5932131890447274,0.035756130844374755,0.008840391921361997
0.035750424283047595,0.6033303029911665,-0.5928973409539378,0.035750424283047595,0.008841075451784024
0.03577015596964585,0.6117139499596429,-0.5925975673811885,0.03577015596964585,0.008389004749489774
0.03692299430310601,0.6194411512705243,-0.5923180791381276,0.03692299430310601,0.007732254120041402
0.040503577166928414,0.6268827142592137,-0.5920324496918128,0.040503577166928414,0.007447042627461825
0.04547813235277126,0.6352163248138828,-0.5916755211059261,0.04547813235277126,0.008341250679143682
0.048803199116517315,0.6438823341017325,-0.5912654353604605,0.048803199116517315,0.008675706731772963
0.04873869392444129,0.652712286595096,-0.5908319196418627,0.04873869392444129,0.008840588041150177
0.046166724898675016,0.6610982036591889,-0.5904318929770482,0.046166724898675016,0.008395452717894865
0.04333553255397377,0.6694717592473464,-0.5900566656323755,0.04333553255397377,0.008381958526988363
0.04042157102882967,0.6782986333201227,-0.589685466240273,0.04042157102882967,0.008834675709121935
0.03762317306866254,0.6871384001857702,-0.5893401180908415,0.03762317306866254,0.008846510248867323
0.03539283215934478,0.6959782197778014,-0.5890169337327887,0.03539283215934478,0.008845725439383034
0.03284081922014701,0.7043688887186794,-0.5887294068685528,0.03284081922014701,0.008395593902343814
0.03027446953964377,0.7127460554637948,-0.5884648571623106,0.03027446953964377,0.008381342924766852
0.028146827951348426,0.721122538449623,-0.5882199452710839,0.028146827951348426,0.008380062592029652
0.026848156365611192,0.729950040400231,-0.5879777441219932,0.026848156365611192,0.008830823975406193
0.02722781884051787,0.7387915869922023,-0.5877401664786797,0.02722781884051787,0.00884473794267532
0.028646408810735297,0.7476267565598139,-0.5874939304369521,0.028646408810735297,0.008838600198939695
0.030665559117043224,0.7560140797375355,-0.587246297552113,0.030665559117043224,0.008390978020064168
0.032851006239579775,0.7643826140166502,-0.5869808862019702,0.032851006239579775,0.008372742033856156
0.03479233881001969,0.7727503146818597,-0.5866982470351377,0.03479233881001969,0.008372472712477227
0.036999607215872844,0.7815729391399943,-0.5863824000316195,0.036999607215872844,0.008828276256376728
0.03924004850461316,0.7904031731490049,-0.5860459690400772,0.03924004850461316,0.008836640677653348
0.04120286982489447,0.7992332319626684,-0.5856909884061182,0.04120286982489447,0.008837191290406833
0.04304453497530985,0.8080629796455654,-0.5853193751693311,0.04304453497530985,0.008837564174668302
0.044833592218761126,0.8168922661274104,-0.5849317520393421,0.044833592218761126,0.008837791096727355
0.04697853275770962,0.8252743576435022,-0.5845477100092572,0.04697853275770962,0.008390884724807637
0.04937092313611231,0.8331828297760692,-0.584166999100886,0.04937092313611231,0.007917630470496902
0.0515339113574666,0.8410801155698548,-0.5837685590698541,0.0515339113574666,0.00790733060944449
0.05355734796519858,0.8498751555627361,-0.5833065654000872,0.05355734796519858,0.008807165640958783
0.055523210059507166,0.8582476688652051,-0.5828500849849739,0.055523210059507166,0.00838494802425171
0.057378445143078285,0.8666067341917958,-0.582378304863967,0.057378445143078285,0.008372368220329785
0.05916835674605109,0.8749650523474388,-0.5818913759468275,0.05916835674605109,0.008372489603534816
0.06095624587161094,0.8828718235659283,-0.581416552070433,0.06095624587161094,0.007921015642903881
0.06275281213587526,0.8916635856703827,-0.5808725552560614,0.06275281213587526,0.008808576129850235
0.06453125090910457,0.9004824977057378,-0.5803109882255091,0.06453125090910457,0.00883677356375814
0.06628614458771445,0.9093012924449762,-0.5797338123197417,0.06628614458771445,0.008837662172713747
0.06806308648227068,0.917665926088628,-0.5791716856952062,0.06806308648227068,0.008383500601450655
0.06984053144535324,0.9260189946594424,-0.5785954772019968,0.06984053144535324,0.008372918892260583
0.07163249367866403,0.9339170451177708,-0.5780366579686558,0.07163249367866403,0.007917795146242069
0.07342044332993145,0.941804242649948,-0.5774642951983352,0.07342044332993145,0.007907938040502742
0.07517619228763028,0.9496897169529223,-0.5768779017685902,0.07517619228763028,0.007907247450112806
0.07696867320049154,0.957120482752411,-0.576312081286614,0.07696867320049154,0.007452277046961926
0.078191627647039,0.9645410981845178,-0.5757350014957029,0.078191627647039,0.007443020521018322
0.07868714002908905,0.9719624013467603,-0.575151600625211,0.07868714002908905,0.0074441988958920385
0.07939475359606925,0.9789297212142533,-0.5746004962314495,0.07939475359606925,0.006989081641302082
0.08007577376678089,0.9858866721013247,-0.5740446292356807,0.08007577376678089,0.006979122707196789
0.08033991536685091,0.9928440259484892,-0.5734852889895835,0.08033991536685091,0.006979801864348156
0.08089820957793208,0.9993468830170438,-0.5729603418420037,0.08089820957793208,0.006524011002581342
0.08147572272017176,1.0058396145842925,-0.5724318003861804,0.08147572272017176,0.00651420902910491
0.08169502498964301,1.0123324584693285,-0.5719007924019726,0.08169502498964301,0.006514521562996166
0.08219251775477898,1.0183708758051329,-0.5714054977889192,0.08219251775477898,0.006058696285098148
0.08271206032452297,1.0243991349715327,-0.5709075208306583,0.08271206032452297,0.0060487924107413575
0.08290656630402832,1.0304276021346133,-0.5704073638953502,0.08290656630402832,0.006049179555632129
0.08296123242514343,1.0364562080737372,-0.5699063179988291,0.08296123242514343,0.006049391420602632
0.08338311063994738,1.0420305553133342,-0.5694419399318585,0.08338311063994738,0.005593656598030171
0.08386484950515852,1.0475949592130094,-0.5689753256071,0.08386484950515852,0.0055839340689866745
0.08404265839795011,1.0531595160877074,-0.5685069053421732,0.08404265839795011,0.005584237705931153
0.08408992771615038,1.0587240758309227,-0.5680380107969577,0.08408992771615038,0.005584280368171395
0.08450351722246136,1.063834574355654,-0.5676067576915743,0.08450351722246136,0.005128662048934895
0.08497822443438685,1.068934737813119,-0.5671737572488716,0.08497822443438685,0.005118511177700217
0.08515304074528249,1.07403509497803,-0.5667389888378889,0.08515304074528249,0.005118854049574579
0.0856232240634821,1.0780128496848653,-0.5663988912215084,0.0856232240634821,0.003992267387891069
0.08654686075617272,1.080838593302335,-0.566155234539346,0.08654686075617272,0.0028362291110615554
0.08766195086861814,1.0825120404548383,-0.5660093103400233,0.08766195086861814,0.0016797973818795265
0.08885709146434172,1.0830326311657545,-0.5659634809790105,0.08885709146434172,0.0005226040744417697
0.08969380078831629,1.0830480218795129,-0.565962524732813,0.08969380078831629,1.5420391589746084e-05
0.09004410760353623,1.0830488367433038,-0.5659627938824532,0.09004410760353623,8.581634614003188e-07
0.09016376063861627,1.0830492859098004,-0.5659630145553262,0.09016376063861627,5.00446858908812e-07
0.09018513009531422,1.083049712806511,-0.5659630002985812,0.09018513009531422,4.271347051461235e-07
0.0901645541701998,1.0830504272426582,-0.5659626394549224,0.0901645541701998,8.003918755047623e-07
0.09012629053308004,1.0830515913552952,-0.5659622359688664,0.09012629053308004,1.2320548806402788e-06
0.09008062231141326,1.0830531126383744,-0.5659619462470125,0.09008062231141326,1.5486255066932982e-06
0.0900319315501091,1.0830549394303,-0.5659617995656416,0.0900319315501091,1.8326713190444102e-06
0.08998210932722883,1.0830567837904714,-0.5659618508974257,0.08998210932722883,1.8450743600688065e-06
0.08993186187438754,1.0830584363639317,-0.5659619585174636,0.08993186187438754,1.6560740062674012e-06
0.08988141373413287,1.083059806877106,-0.5659619496506886,0.08988141373413287,1.3705418565579817e-06
0.08983085032627211,1.0830609657700465,-0.565961743807511,0.08983085032627211,1.177031971236134e-06
0.08978027017436023,1.0830619943337558,-0.5659614472826222,0.08978027017436023,1.0704533216219993e-06
0.08972978647505467,1.083063050906976,-0.5659612189704923,0.08972978647505467,1.0809594804575294e-06
0.08967944249821368,1.0830642030284368,-0.5659610902848704,0.08967944249821368,1.159285922216986e-06
0.08962923183543171,1.083065475334328,-0.5659610187033934,0.08962923183543171,1.2743179308572239e-06
0.08957912679344439,1.0830668623978035,-0.5659609402601692,0.08957912679344439,1.3892798221559905e-06
0.08952906570903177,1.0830682865062897,-0.5659607474918961,0.08952906570903177,1.437095886753862e-06
0.08947910083128767,1.0830697872321065,-0.5659605555659553,0.08947910083128767,1.5129486256140606e-06
0.08942925853603813,1.0830712065157098,-0.5659604099302298,0.08942925853603813,1.426736034156456e-06
0.08937954615181118,1.083072570717217,-0.5659603247976229,0.08937954615181118,1.3668552642137434e-06
0.08932992569159766,1.0830738854712483,-0.5659602251513167,0.08932992569159766,1.3185247623383727e-06
0.08928038337537017,1.0830751413735633,-0.5659600919742718,0.08928038337537017,1.2629436844959614e-06
0.08923094253303382,1.0830763820856109,-0.5659599725820033,0.08923094253303382,1.2464432994348225e-06
0.08918160320455572,1.0830776516426015,-0.5659598633265258,0.08918160320455572,1.2742494700214724e-06
0.08913233622471001,1.0830789557674225,-0.5659597102954211,0.08913233622471001,1.3130727580011605e-06
0.08908315727650025,1.0830802908155146,-0.5659595441899501,0.08908315727650025,1.3453417542280972e-06
0.08903406842272875,1.0830816529188467,-0.5659593703208224,0.08903406842272875,1.3731554758792532e-06
0.08898509221586266,1.0830829741134729,-0.5659592287615677,0.08898509221586266,1.3287566604796186e-06
0.0889362273846107,1.0830842662016078,-0.565959114144347,0.0889362273846107,1.2971618463826564e-06
0.08888746770055438,1.0830855974587237,-0.5659590153677889,0.08888746770055438,1.334916595519498e-06
0.08883880975169081,1.0830869846408187,-0.5659589260690635,0.08883880975169081,1.3900533899691682e-06
0.08879025783123846,1.0830883399353668,-0.5659588517871426,0.08879025783123846,1.3573286691178994e-06
0.08874179911199982,1.0830896080308028,-0.5659587705931244,0.08874179911199982,1.2706921355580544e-06
0.08869341451768119,1.08309085730556,-0.5659586533533816,0.08869341451768119,1.2547639524087583e-06
0.08864508164012241,1.0830920805531463,-0.5659584666779253,0.08864508164012241,1.2374095455687953e-06
0.08859684783230042,1.083093402205469,-0.5659583027581572,0.08859684783230042,1.3317787175259582e-06
0.08854866922668453,1.0830947126423769,-0.5659580689663197,0.08854866922668453,1.3311286612412339e-06
0.08850061573976092,1.0830960389317807,-0.5659579034513909,0.08850061573976092,1.3365772609415042e-06
0.08845267238282081,1.0830974419316874,-0.5659577661630957,0.08845267238282081,1.4097009662277334e-06
0.08840483326797545,1.083098801431872,-0.5659576419823148,0.08840483326797545,1.3651599241127608e-06
0.08835709376488292,1.0831001216631828,-0.5659575257993416,0.08835709376488292,1.32533361727377e-06
0.08830944315781065,1.0831014053691332,-0.5659574049794358,0.08830944315781065,1.2893790818795051e-06
0.0882618872346026,1.0831026597817852,-0.5659572927581229,0.0882618872346026,1.259422377323848e-06
0.08821442446121244,1.0831038874707468,-0.5659571860020844,0.08821442446121244,1.232321807884219e-06
0.08816706359406425,1.0831051958993456,-0.5659570997748873,0.08816706359406425,1.3112667645028707e-06
0.08811978917455314,1.083106529381026,-0.5659569986241234,0.08811978917455314,1.3373125547237828e-06
0.08807257155425804,1.0831078529024591,-0.5659568331689819,0.08807257155425804,1.3338232220798824e-06
0.08802545657370178,1.0831092129381628,-0.5659566942871348,0.08802545657370178,1.3671083653332426e-06
0.0879784395422602,1.0831105313246194,-0.5659565677888531,0.0879784395422602,1.3244412649943728e-06
0.08793151913936555,1.0831118348926128,-0.5659564519153237,0.08793151913936555,1.3087078314221093e-06
0.08788469069461294,1.0831132033984865,-0.5659563406188336,0.08788469069461294,1.373024120385057e-06
0.08783791091229803,1.0831145114611895,-0.5659561600495574,0.08783791091229803,1.3204670759234599e-06
0.08779120330078112,1.083115850154929,-0.565955949094708,0.08779120330078112,1.355213221756875e-06
0.0877445961519706,1.0831171469616434,-0.5659557648393575,0.0877445961519706,1.3098311680749628e-06
0.08769808825471617,1.0831184101984022,-0.5659556035302675,0.08769808825471617,1.2734942996231805e-06
0.08765168166785926,1.0831196939073588,-0.5659554678692771,0.08765168166785926,1.2908573080758848e-06
0.08760541472634394,1.0831210451927868,-0.5659554259236191,0.08760541472634394,1.3519362951480226e-06
0.08755929106652045,1.0831223639394758,-0.565955470930929,0.08755929106652045,1.3195144893435826e-06
0.08751322694872253,1.083123648182279,-0.5659554457400487,0.08751322694872253,1.2844898434986973e-06
0.08746722161122455,1.0831249069233848,-0.5659553640804449,0.08746722161122455,1.261387118339194e-06
0.08742119982500453,1.083126155380568,-0.5659550993718748,0.08742119982500453,1.2762115676181645e-06
0.08737524188403722,1.0831274102422817,-0.5659548161200818,0.08737524188403722,1.286432858192171e-06
0.08732937732962842,1.0831287470166406,-0.5659545603863277,0.08732937732962842,1.3610163260609662e-06
0.0872836615278526,1.0831301047889152,-0.5659544225876226,0.0872836615278526,1.364746875005756e-06
0.08723810397813028,1.0831314414287139,-0.5659544064963404,0.08723810397813028,1.336736653429316e-06
0.0871926577143346,1.0831328247759715,-0.5659544180538338,0.0871926577143346,1.3833955366613712e-06
0.08714730651059593,1.0831341669155814,-0.5659544288900216,0.08714730651059593,1.3421833538723905e-06
0.08710197169519152,1.083135459532805,-0.5659543014824625,0.08710197169519152,1.2988810465620106e-06
0.08705661532831356,1.083136697363513,-0.565953993551086,0.08705661532831356,1.27555736607307e-06
0.08701136102728874,1.0831379301139719,-0.5659537450464749,0.08701136102728874,1.2575485022351897e-06
0.08696622155693663,1.0831392227483678,-0.5659535645687361,0.08696622155693663,1.3051727455860997e-06
0.08692123417166608,1.0831405933550036,-0.5659535059900604,0.08692123417166608,1.3718578684345698e-06
0.08687640038609348,1.083141923525674,-0.5659535535970661,0.08687640038609348,1.3310223287554665e-06
0.08683163815731948,1.0831432519562716,-0.5659535549338922,0.08683163815731948,1.3284312701618978e-06
0.08678692186426064,1.0831445177834,-0.5659534779258005,0.08678692186426064,1.2681674042896437e-06
0.08674217257381486,1.0831457609281823,-0.5659531939452248,0.08674217257381486,1.275168191636908e-06
0.08669745283917525,1.0831470110859809,-0.565952840061898,0.08669745283917525,1.2992797737184372e-06
0.08665287415582022,1.0831483022947634,-0.5659526175311952,0.08665287415582022,1.3102442649676289e-06
0.08660846153585802,1.0831496541271857,-0.5659525458102765,0.08660846153585802,1.3537336473437362e-06
0.08656419902852992,1.0831510144837129,-0.5659525724818335,0.08656419902852992,1.3606179673417354e-06
0.08652003500964,1.0831523597209154,-0.5659526025494267,0.08652003500964,1.345573183148297e-06
0.08647593755741625,1.0831536735992637,-0.5659525894857869,0.08647593755741625,1.3139432913660381e-06
0.08643182143616635,1.083154939061711,-0.5659523936365419,0.08643182143616635,1.28052806771445e-06
0.08638773071908734,1.0831561912777339,-0.5659521148037755,0.08638773071908734,1.282884515292302e-06
0.08634373946465124,1.0831574586273445,-0.5659518906234827,0.08634373946465124,1.2870244127949046e-06
0.08629985577927789,1.083158775718354,-0.5659517221143195,0.08629985577927789,1.327826820642093e-06
0.08625610324663685,1.0831601407585714,-0.5659516402928905,0.08625610324663685,1.3674902343767875e-06
0.08621243801332144,1.0831615157122376,-0.5659515540660791,0.08621243801332144,1.3776547634826301e-06
0.0861688614909654,1.0831628473710233,-0.5659514724445263,0.0861688614909654,1.3341578614932584e-06
0.08612535955963117,1.0831641283723041,-0.565951375449282,0.08612535955963117,1.2846681901943227e-06
0.08608193864797944,1.0831653765719302,-0.5659512821014716,0.08608193864797944,1.251685312010893e-06
0.08603859040321786,1.0831666124948116,-0.5659511769596756,0.08603859040321786,1.2403871032753667e-06
0.08599528784965661,1.0831678682895747,-0.5659510134148401,0.08599528784965661,1.2663993841392248e-06
0.08595205261283917,1.083169177483629,-0.5659508311412358,0.08595205261283917,1.321821749929948e-06
0.08590887307072453,1.0831704804247015,-0.5659506114568066,0.08590887307072453,1.3213314069813331e-06
0.0858658186963714,1.0831718491807771,-0.5659504821783767,0.0858658186963714,1.3748476667966545e-06
0.08582285086063407,1.0831732283558602,-0.5659503571858849,0.08582285086063407,1.3848274378599578e-06
0.08577997256785272,1.08317456469044,-0.565950244522865,0.08577997256785272,1.3410753392129205e-06
0.08573719674196094,1.0831758287450657,-0.5659501718091651,0.08573719674196094,1.266144296183369e-06
0.08569451638000031,1.0831771092231353,-0.5659501275033122,0.08569451638000031,1.2812443542372828e-06
0.0856519144048879,1.0831783451074684,-0.5659500798303475,0.0856519144048879,1.2368034590636858e-06
0.08560935500331215,1.083179576934309,-0.5659499642121106,0.08560935500331215,1.2372408586435845e-06
0.08556682719009873,1.083180880273561,-0.5659497710129497,0.08556682719009873,1.317580783557541e-06
0.08552437433293941,1.0831821898807488,-0.5659495790774607,0.08552437433293941,1.3235974532727843e-06
0.0854819686988299,1.0831834957455284,-0.5659493382774152,0.0854819686988299,1.3278808247004585e-06
0.08543968757720337,1.083184848560593,-0.5659491916736537,0.08543968757720337,1.36073555917985e-06
0.08539753513597369,1.083186180416715,-0.5659491322914263,0.08539753513597369,1.3331792748098454e-06
0.08535549507575961,1.0831875001754725,-0.5659491216067263,0.08535549507575961,1.3198020080760804e-06
0.08531352411314766,1.0831887856532794,-0.5659490858496746,0.08531352411314766,1.285975022576614e-06
0.08527160755767528,1.0831900506195007,-0.5659490069071852,0.08527160755767528,1.2674271015462158e-06
0.08522976021093323,1.0831913662176302,-0.5659489195679043,0.08522976021093323,1.318494060836298e-06
0.0851879811655484,1.0831926674677956,-0.5659488177052804,0.0851879811655484,1.3052310090911348e-06
0.08514623450587491,1.0831939433297157,-0.5659486352066994,0.08514623450587491,1.2888480792056989e-06
0.08510453097590778,1.083195184596163,-0.5659484034914379,0.08510453097590778,1.2627091332837082e-06
0.08506293074429189,1.0831964574682862,-0.5659482358166413,0.08506293074429189,1.2838684821997733e-06
0.0850214225454252,1.0831977970814997,-0.5659480993613943,0.0850214225454252,1.346545059079821e-06
0.08498001081574773,1.0831991392796692,-0.5659479970969764,0.08498001081574773,1.346088383938449e-06
0.08493867494565764,1.0832004633437764,-0.565947888526407,0.08493867494565764,1.328507933223429e-06
0.08489742467028696,1.083201783112782,-0.565947795700068,0.08489742467028696,1.3230294620459467e-06
0.08485626161277895,1.0832030669365522,-0.5659477212417934,0.08485626161277895,1.2859811458760317e-06
0.08484166972437934,1.0843225420060552,-0.5658524995859116,0.08484166972437934,0.0011235175098713366
0.08486136516559283,1.0865929519793156,-0.5656594115481152,0.08486136516559283,0.0022786058099242518
0.08489561302911751,1.090014772062004,-0.5653681996848035,0.08489561302911751,0.0034341894280343044
0.08493680319778067,1.0945884973202156,-0.5649787646288611,0.08493680319778067,0.0045902747630615776
0.084981440578694,1.100314564835375,-0.5644910842935139,0.084981440578694,0.0057467974818717635
0.08502707572734401,1.1071927252797753,-0.5639051645566271,0.08502707572734401,0.006903071275670521
0.08452125660882999,1.1149844679135827,-0.5632424616105566,0.08452125660882999,0.00781987394183711
0.08193785055934735,1.1233129376677413,-0.5625449526721713,0.08193785055934735,0.00835762688596838
0.07758823428643882,1.1316704691667903,-0.5618748966427243,0.07758823428643882,0.008384348981298046
0.073371385854141,1.1404736222294256,-0.5612083835064661,0.073371385854141,0.00882834886063022
0.0702006152423469,1.1492979516099269,-0.5605735782127084,0.0702006152423469,0.00884713325188225
0.06780951704019579,1.1581227425312688,-0.5599632347384277,0.06780951704019579,0.008845872142530423
0.06546002759604275,1.1664900057655039,-0.5594040020188552,0.06546002759604275,0.008385930793037984
0.06319220617080237,1.1748531061627803,-0.5588649590183756,0.06319220617080237,0.008380454379763102
0.06118736995261858,1.18321665225931,-0.5583438167691724,0.06118736995261858,0.008379766855508647
0.06019201058603066,1.1920214012863641,-0.5578097674356017,0.06019201058603066,0.008820930456595783
0.06057262420951159,1.200845211747772,-0.5572773583622339,0.06057262420951159,0.00883985805769832
0.06173459893900036,1.2096677552903625,-0.5567379443257482,0.06173459893900036,0.008839018161745392
0.0632306537144371,1.2184890521706908,-0.5561867062880316,0.0632306537144371,0.008838503381518573
0.06486910069679143,1.2273092475878697,-0.5556215736344835,0.06486910069679143,0.00883828162672646
0.06656801019355384,1.2361283753866847,-0.5550417445526595,0.06656801019355384,0.008838168186675351
0.06692812834423356,1.2449413796870674,-0.5544510509969997,0.06692812834423356,0.008832777800627708
0.06701227349651373,1.253762540105479,-0.553860264418838,0.06701227349651373,0.008840921892443575
0.06899492485024329,1.2625793918327768,-0.5532621286251962,0.06899492485024329,0.008837117222759271
0.07332530852533473,1.2713898074441978,-0.5526374009973477,0.07332530852533473,0.00883253688670298
0.07929252800776627,1.2797435141721554,-0.5520015957369621,0.07929252800776627,0.008377867534513613
0.0853530430458046,1.2880796977363587,-0.5513155717428317,0.0853530430458046,0.00836436401267996
0.09096889290119499,1.2964122799359377,-0.5505809286071776,0.09096889290119499,0.008364904461469036
0.09696323967124158,1.305189910810787,-0.5497563787004383,0.09696323967124158,0.00881627394786546
0.10299051201251427,1.3139745491221184,-0.5488767722104892,0.10299051201251427,0.008828566012556799
0.11017726167392573,1.3227540853866673,-0.5479418366705754,0.11017726167392573,0.008829176716111336
0.12047263992510113,1.3315170817706987,-0.5469333990919957,0.12047263992510113,0.008820830571802172
0.13248581493355083,1.3402623869289996,-0.5458295174667275,0.13248581493355083,0.008814698914563575
0.14472946249248766,1.3489953790638907,-0.5446116309565421,0.14472946249248766,0.008817505269619138
0.1577880727945425,1.3572667547123056,-0.543351007147377,0.1577880727945425,0.008366888758996723
0.1710528343446777,1.365505310390502,-0.541983597005489,0.1710528343446777,0.00835126398570174
0.1832825041462498,1.3741729519215793,-0.5404297294986014,0.1832825041462498,0.008805822729320543
0.19373932752993675,1.3828428146314804,-0.5387727463299636,0.19373932752993675,0.008826783821397378
0.2030670053091174,1.39149268898178,-0.5370319453629051,0.2030670053091174,0.008823305179063188
0.21284529211322778,1.4001321455154059,-0.5352083394395081,0.21284529211322778,0.008829821502174278
0.22378034484698314,1.4087441708031139,-0.533297384474195,0.22378034484698314,0.008821492415434977
0.23547117440410065,1.4169006609945274,-0.5313899453494573,0.23547117440410065,0.008376553960740949
0.24751577776623646,1.4250124936185273,-0.5293906742844847,0.24751577776623646,0.008354574394367816
0.26088228471005065,1.4335391145064618,-0.5271741197475518,0.26088228471005065,0.008810015765125379
0.27570358678037027,1.4420375879666874,-0.5248361320134872,0.27570358678037027,0.00881420658929634
0.29117541498650606,1.4504984189983956,-0.5223692073421251,0.29117541498650606,0.008813136733382295
0.30707220380850264,1.4584979331826498,-0.5198992775950249,0.30707220380850264,0.0083721431031543
0.32313543435538017,1.4664340688109148,-0.5173091475094264,0.32313543435538017,0.0083481149111964
0.33917191373368427,1.4743271802895999,-0.5145917306433783,0.33917191373368427,0.00834778792488364
0.3551962851050948,1.4821758316605276,-0.5117481165904956,0.3551962851050948,0.008347902085201855
0.371348845745304,1.4904072289765298,-0.5086152285368392,0.371348845745304,0.008807433753973474
0.3875374180777379,1.4985919624256332,-0.5053470866648954,0.3875374180777379,0.008813093266726768
0.40273943556780145,1.5061596088624896,-0.5021859443203313,0.40273943556780145,0.008201347054957566
0.4171970654285947,1.5142249689264937,-0.4986767993454031,0.4171970654285947,0.008795688228734388
0.43210784856594575,1.5222567136136684,-0.4950414659730428,0.43210784856594575,0.00881615400546948
0.44759560702354023,1.5302319362589627,-0.4912847832829619,0.44759560702354023,0.008815715573676837
0.46404903725039043,1.537744576543298,-0.4875980652605183,0.46404903725039043,0.008368491729029058
0.4822515757341618,1.545173204335167,-0.48379191775506125,0.4822515757341618,0.008346931753849691
0.5020561261723832,1.5521321816105336,-0.48005724168152686,0.5020561261723832,0.007897795267876961
0.5225669233067071,1.5597778907544202,-0.4757527700638712,0.5225669233067071,0.008774129257089553
0.542897606483113,1.5673630367155784,-0.4712754607107931,0.542897606483113,0.00880799286416804
0.5628434993414582,1.5748582026085962,-0.4666453985028264,0.5628434993414582,0.008809936879087111
0.5819175022888964,1.582263220130023,-0.46186912010687603,0.5819175022888964,0.00881176031268786
0.5993295309711785,1.5895831249274583,-0.45695661928835446,0.5993295309711785,0.008815535748636666
0.6152033993273894,1.5964553553002094,-0.45217706954383885,0.6152033993273894,0.00837088084113385
0.6303626488323583,1.602876926791435,-0.447562540923377,0.6303626488323583,0.007907620046890291
0.6455820824529785,1.609931652053019,-0.4423297937414855,0.6455820824529785,0.008783552332970125
0.6611295433056664,1.6169310059563666,-0.43697163857304006,0.6611295433056664,0.00881480469854254
0.6769229657935512,1.6238290785682998,-0.4315298720666339,0.6769229657935512,0.008786138427645378
0.6923948781892217,1.6298609308671748,-0.42661354277128544,0.6923948781892217,0.007781615249788716
0.7063740129988919,1.6355328889767093,-0.4218477291135989,0.7063740129988919,0.0074083796214898774
0.7188258390712077,1.641830955030943,-0.416410868714979,0.7188258390712077,0.008320161477854282
0.7321824331579265,1.6484128078531206,-0.410582149600301,0.7321824331579265,0.008791743461374527
0.7471762462211005,1.6549126979017692,-0.4046591266531807,0.7471762462211005,0.00879379164391756
