x,y,z,orientation_x,orientation_y,orientation_z,orientation_w
-2.048515741101794,-0.5000688415806436,0.007842421736106211,-3.28763250836931e-05,-0.0033096159694054536,0.004901786029581194,-0.9999825087745299
-2.0485145563913085,-0.5000687510416603,0.0078284233354451,-2.775211805532365e-05,-0.003306701498337952,0.004899987755255168,-0.9999825273848636
-2.0485133056812654,-0.5000686880626928,0.007816307803408758,-2.398558256710639e-05,-0.0033061683833179177,0.004898192659463903,-0.9999825380395319
-2.0485120361505222,-0.500068644096279,0.007831661460411038,-2.1146024964043484e-05,-0.003308709974275599,0.004896400444702836,-0.999982538474466
-2.0485107956289785,-0.5000686699582814,0.007839955564337172,-2.179172152199413e-05,-0.003309632521803073,0.004894601936588539,-0.9999825442124346
-2.0485095648354346,-0.5000687055063784,0.007845533163621039,-2.2927037753944e-05,-0.00331038883327917,0.004892801704074625,-0.9999825504935614
-2.0485083614314856,-0.5000687467834938,0.00783497769298946,-2.4367525861934474e-05,-0.003309021774842299,0.004890999788490772,-0.9999825637990826
-2.0485071100021583,-0.5000687935413703,0.007816193463423418,-2.606974022847786e-05,-0.003308274852359299,0.004889198055251112,-0.9999825750383086
-2.0485058596574293,-0.5000688210043088,0.007820786081053745,-2.6819968835652212e-05,-0.003309056921404065,0.004887399762398715,-0.9999825812215645
-2.048504636895281,-0.5000688555736401,0.00783076366949035,-2.790293355200017e-05,-0.0033090874591937204,0.0048856020920435995,-0.9999825898753499
-2.0485034224328875,-0.5000689151775791,0.007843943670582273,-3.0230527744955003e-05,-0.003309105919889602,0.004883802966319748,-0.9999825985349506
-2.04850224725359,-0.5000689740549535,0.007843101667758305,-3.254906677671013e-05,-0.003306960986996558,0.004882003285619989,-0.9999826143456234
-2.0485010676889432,-0.5000690320212551,0.007822584633511813,-3.483771483924571e-05,-0.003303256057714332,0.004880203775559307,-0.9999826352976634
-2.0484997675882157,-0.5000690701245359,0.007825970177739356,-3.609600622939133e-05,-0.0033061956181498695,0.00487841033976989,-0.9999826342893009
-2.0484985276508705,-0.5000690093512602,0.007827307843857144,-3.2432938812877804e-05,-0.0033067804759741373,0.004876627094445489,-0.9999826411789207
-2.0484972724860864,-0.5000689192782571,0.00784146394347412,-2.7289704176628906e-05,-0.003308778437083078,0.00487485235344297,-0.9999826433769031
-2.048496059213092,-0.5000688550612198,0.007844812014135644,-2.3459302425450832e-05,-0.0033085684591540186,0.004873078371542772,-0.9999826528153362
-2.048494838795241,-0.5000688538985243,0.007841378166919643,-2.2777343365604676e-05,-0.003308154819095431,0.004871300334707652,-0.9999826628626791
-2.0484935895384098,-0.500068878500556,0.007818747888316234,-2.3387348777041077e-05,-0.0033074921451841607,0.004869519500707112,-0.9999826737141867
-2.0484922782814303,-0.5000689110509811,0.00782342549936471,-2.4372609767897846e-05,-0.00331115444767861,0.0048677395261712735,-0.9999826702368922
-2.048491071029425,-0.5000689257830051,0.007827487095696896,-2.4480338275817472e-05,-0.0033099642598000754,0.004865959465594899,-0.9999826828379534
-2.048489898181192,-0.500068945783711,0.007831663572916446,-2.4857545345662657e-05,-0.003307097094596196,0.0048641800365565105,-0.9999827009721126
-2.0484886992704063,-0.5000689898486359,0.007844105407565456,-2.641848783348734e-05,-0.0033063460641769003,0.0048624003445047765,-0.9999827120708924
-2.0484875111495784,-0.500069082115517,0.007846942597280119,-3.0399570654040553e-05,-0.003304669869186001,0.00486061564881908,-0.9999827261750257
-2.0484863350936684,-0.5000691765137272,0.007835250647109354,-3.450185309071438e-05,-0.0033020443636023428,0.004858829167738528,-0.9999827433969858
-2.0484850635692817,-0.5000691880496017,0.007821447165773454,-3.44452554990879e-05,-0.00330299585134883,0.004857052335805312,-0.9999827488884684
-2.0484837863644496,-0.5000691220914277,0.007819338968845506,-3.0533647716908585e-05,-0.0033046133020424133,0.004855287170748455,-0.9999827522438125
